order_id,created_at,buyerEmail,buyerPhone,customerId,line_items,totalAmount,currencyCode,state,address_line1,address_city,address_country,email,phone,cust_id,items,amount,ccy,order_ts,geo_region,shipping_address_line1,shipping_address_city,shipping_address_country,shipping_address,address,orderRef,created,total,currency,region,shippingAddress,customer_id,customer_email,customer_phone,shippingAddress_line1,shippingAddress_city,shippingAddress_country
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0137', 'qty': 1, 'price': 2000}, {'sku': 'SKU-0068', 'qty': 3, 'price': 12500}]",,,,,,,,,,ORD-000650,2023-06-04 05:59,39500.0,NGN,Abuja,,,user1245@pulse.africa,+2348053896992,101 Alausa Rd,Abuja,NG
ORD-000651,2023-01-12 04:35:54+00:00,user740@shop.ng,,CUST-00608,"[{'sku': 'SKU-0166', 'quantity': 3, 'unit_price': 2500}, {'sku': 'SKU-0052', 'quantity': 1, 'unit_price': 9000}, {'sku': 'SKU-0010', 'quantity': 2, 'unit_price': 18000}, {'sku': 'SKU-0190', 'quantity': 1, 'unit_price': 9200}, {'sku': 'SKU-0194', 'quantity': 3, 'unit_price': 3000}]",70700.0,NGN,Kaduna,146 Sabon Gari Rd,Kaduna,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0212', 'qty': 1, 'price': 12500}, {'sku': 'SKU-0052', 'qty': 2, 'price': 10000}]",,,,,,,,,,ORD-000652,2023-05-01 08:29,32500.0,NGN,Lagos,"171 Garki Rd, Lagos",CUST-00401,user339@shop.ng,+2348090093137,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0158', 'qty': 1, 'price': 2500}]",,,,,,,,,,ORD-000653,2023-12-10 11:19,2.94,USD,Lagos,"49 Wuse Rd, Lagos",CUST-00391,user327@example.com,,,,
ORD-000654,2023-01-30 13:17:55+00:00,user231@example.com,+2348071101892,CUST-00488,"[{'sku': 'SKU-0167', 'quantity': 1, 'unit_price': 9500}, {'sku': 'SKU-0197', 'quantity': 1, 'unit_price': 4000}, {'sku': 'SKU-0077', 'quantity': 1, 'unit_price': 12500}, {'sku': 'SKU-0116', 'quantity': 1, 'unit_price': 12000}]",44.34,USD,Kano,149 GRA Rd,Kano,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0016', 'qty': 3, 'price': 6700}, {'sku': 'SKU-0055', 'qty': 1, 'price': 7500}, {'sku': 'SKU-0173', 'qty': 2, 'price': 6500}, {'sku': 'SKU-0009', 'qty': 2, 'price': 7500}]",,,,,,,,,,ORD-000655,2023-09-30 23:17,55600.0,NGN,PH,,CUST-00014,user91@example.com,+2348047691414,185 Wuse Rd,PH,NG
ORD-000656,2023-01-10 11:32:40+00:00,user475@example.com,+2348021866994,CUST-00720,"[{'sku': 'SKU-0060', 'quantity': 3, 'unit_price': 19000}, {'sku': 'SKU-0207', 'quantity': 1, 'unit_price': 9000}]",68.68,USD,Kano,117 Wuse Rd,Kano,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000657,2023-09-13 18:36:33+00:00,user836@pulse.africa,+2348021602526,CUST-00507,"[{'sku': 'SKU-0138', 'quantity': 1, 'unit_price': 12500}, {'sku': 'SKU-0188', 'quantity': 3, 'unit_price': 4500}, {'sku': 'SKU-0104', 'quantity': 1, 'unit_price': 26000}, {'sku': 'SKU-0095', 'quantity': 2, 'unit_price': 3000}, {'sku': 'SKU-0196', 'quantity': 2, 'unit_price': 4200}]",66400.0,NGN,Kano,227 Garki Rd,Kano,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000658,2023-09-08 16:09:42+00:00,,+2348025016273,CUST-00406,"[{'sku': 'SKU-0192', 'quantity': 3, 'unit_price': 6700}, {'sku': 'SKU-0010', 'quantity': 2, 'unit_price': 18200}, {'sku': 'SKU-0153', 'quantity': 2, 'unit_price': 9200}, {'sku': 'SKU-0217', 'quantity': 3, 'unit_price': 9200}]",113.64,USD,Kaduna,140 Alausa Rd,Kaduna,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user218@mail.com,+2348070888421,CUST-00418,"[{'productSku': 'SKU-0170', 'qty': 1, 'price': 2700}, {'productSku': 'SKU-0175', 'qty': 3, 'price': 9500}, {'productSku': 'SKU-0125', 'qty': 1, 'price': 2000}, {'productSku': 'SKU-0187', 'qty': 2, 'price': 2500}, {'productSku': 'SKU-0133', 'qty': 3, 'price': 10000}]",68200.0,NGN,1672666776.0,Kano,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user429@example.com,+2348035636468,CUST-00774,"[{'sku': 'SKU-0126', 'qty': 1, 'price': 6500}]",6500.0,NGN,1672551202.0,PH,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0064', 'qty': 2, 'price': 9000}]",,,,,,,,,,ORD-000661,2023-11-18 10:19,18000.0,NGN,Lagos,"54 Sabon Gari Rd, Lagos",CUST-00413,,+2348056059442,,,
,,,,,,,,,,,,user1403@shop.ng,+2348060998347,CUST-00360,"[{'sku': 'SKU-0151', 'qty': 1, 'price': 7500}, {'sku': 'SKU-0008', 'qty': 2, 'price': 2000}, {'sku': 'SKU-0089', 'qty': 1, 'price': 18500}, {'sku': 'SKU-0179', 'qty': 2, 'price': 2500}, {'sku': 'SKU-0192', 'qty': 3, 'price': 6500}]",54500.0,NGN,1703386368.0,Kaduna,,,,,,,,,,,,,,,,,
ORD-000663,2023-04-08 22:16:04+00:00,user962@example.com,+2348084172174,CUST-00248,"[{'sku': 'SKU-0021', 'quantity': 1, 'unit_price': 25000}]",25000.0,NGN,PH,219 Wuse Rd,PH,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000664,2023-02-06 21:01:59+00:00,user1098@example.com,+2348025793207,CUST-00714,"[{'sku': 'SKU-0151', 'quantity': 3, 'unit_price': 6500}, {'sku': 'SKU-0129', 'quantity': 2, 'unit_price': 18000}]",55500.0,NGN,Lagos,126 Garki Rd,Lagos,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000665,2023-11-28 11:42:35+00:00,user996@mail.com,,CUST-00079,"[{'sku': 'SKU-0074', 'quantity': 3, 'unit_price': 3000}]",9000.0,NGN,Abuja,207 Garki Rd,Abuja,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0087', 'qty': 3, 'price': 26000}, {'sku': 'SKU-0058', 'qty': 3, 'price': 5000}]",,,,,,,,,,ORD-000666,2023-04-28 09:25,93000.0,NGN,Abuja,,CUST-00119,,,243 GRA Rd,Abuja,NG
ORD-000667,2023-07-12 16:24:45+00:00,user1362@pulse.africa,+2348078063630,,"[{'sku': 'SKU-0005', 'quantity': 3, 'unit_price': 18500}, {'sku': 'SKU-0162', 'quantity': 3, 'unit_price': 6500}, {'sku': 'SKU-0107', 'quantity': 2, 'unit_price': 25000}, {'sku': 'SKU-0071', 'quantity': 2, 'unit_price': 2500}]",130000.0,NGN,Kano,233 Garki Rd,Kano,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0170', 'qty': 1, 'price': 3500}, {'sku': 'SKU-0168', 'qty': 3, 'price': 3000}]",,,,,,,,,,ORD-000668,2023-02-03 13:05,12500.0,NGN,PH,"77 Garki Rd, PH",CUST-00673,user847@example.com,+2348041171838,,,
ORD-000669,2023-01-05 08:19:55+00:00,user622@mail.com,+2348042705658,,"[{'sku': 'SKU-0130', 'quantity': 1, 'unit_price': 4000}]",4000.0,NGN,Kano,206 Garki Rd,Kano,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000670,2023-07-05 17:51:00+00:00,user140@shop.ng,+2348019742877,,"[{'sku': 'SKU-0025', 'quantity': 1, 'unit_price': 13000}, {'sku': 'SKU-0141', 'quantity': 3, 'unit_price': 4000}]",25000.0,NGN,Kaduna,64 Wuse Rd,Kaduna,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000671,2023-12-31 03:08:42+00:00,user261@shop.ng,+2348078390278,CUST-00231,"[{'sku': 'SKU-0104', 'quantity': 1, 'unit_price': 26000}, {'sku': 'SKU-0010', 'quantity': 2, 'unit_price': 19000}, {'sku': 'SKU-0007', 'quantity': 1, 'unit_price': 7000}]",71000.0,NGN,Abuja,166 Garki Rd,Abuja,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user299@example.com,+2348062783449,CUST-00722,"[{'sku': 'SKU-0110', 'qty': 3, 'price': 18000}]",54000.0,NGN,1682182383.0,Kaduna,,,,"167 Sabon Gari Rd, Kaduna",,,,,,,,,,,,,
ORD-000673,2023-12-24 00:44:48+00:00,user550@pulse.africa,+2348089783556,CUST-00065,"[{'sku': 'SKU-0130', 'quantity': 2, 'unit_price': 5000}, {'sku': 'SKU-0193', 'quantity': 3, 'unit_price': 6700}, {'sku': 'SKU-0120', 'quantity': 2, 'unit_price': 18000}, {'sku': 'SKU-0177', 'quantity': 2, 'unit_price': 2000}]",70100.0,NGN,Kano,,,,,,,,,,,,,,,,"81 Sabon Gari Rd, Kano",,,,,,,,,,,,
,,,,,,,,,,,,user1410@pulse.africa,+2348058517955,CUST-00143,"[{'sku': 'SKU-0049', 'qty': 2, 'price': 26000}, {'sku': 'SKU-0071', 'qty': 2, 'price': 2500}, {'sku': 'SKU-0171', 'qty': 3, 'price': 4200}]",69600.0,NGN,1678949041.0,Kano,142 Sabon Gari Rd,Kano,NG,,,,,,,,,,,,,,
,,,,,,,,,,,,user1164@shop.ng,+2348029641411,CUST-00735,"[{'sku': 'SKU-0163', 'qty': 1, 'price': 9200}, {'sku': 'SKU-0153', 'qty': 3, 'price': 9500}, {'sku': 'SKU-0046', 'qty': 3, 'price': 7500}]",60200.0,NGN,1678350062.0,Lagos,,,,"19 Sabon Gari Rd, Lagos",,,,,,,,,,,,,
,,,,,,,,,,,,user1047@shop.ng,+2348016844169,CUST-00598,"[{'sku': 'SKU-0048', 'qty': 2, 'price': 26000}]",52000.0,NGN,1685720808.0,Lagos,161 Wuse Rd,Lagos,NG,,,,,,,,,,,,,,
ORD-000677,2023-05-02 14:41:41+00:00,user550@mail.com,+2348066809516,,"[{'sku': 'SKU-0046', 'quantity': 1, 'unit_price': 7000}, {'sku': 'SKU-0194', 'quantity': 1, 'unit_price': 2500}]",9500.0,NGN,Lagos,,,,,,,,,,,,,,,,"229 GRA Rd, Lagos",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0072', 'qty': 2, 'price': 9200}, {'sku': 'SKU-0059', 'qty': 1, 'price': 4500}, {'sku': 'SKU-0141', 'qty': 2, 'price': 4200}]",,,,,,,,,,ORD-000678,2023-05-12 02:42,31300.0,NGN,PH,,CUST-00325,user352@shop.ng,+2348092717934,,,
,,,,,,,,,,,,user7@mail.com,+2348068410653,CUST-00226,"[{'sku': 'SKU-0207', 'qty': 2, 'price': 9000}, {'sku': 'SKU-0024', 'qty': 1, 'price': 10000}, {'sku': 'SKU-0056', 'qty': 1, 'price': 26000}]",54000.0,NGN,1697376784.0,PH,154 Wuse Rd,PH,NG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0038', 'qty': 3, 'price': 7500}, {'sku': 'SKU-0217', 'qty': 3, 'price': 10000}, {'sku': 'SKU-0005', 'qty': 3, 'price': 18500}, {'sku': 'SKU-0052', 'qty': 3, 'price': 10000}]",,,,,,,,,,ORD-000680,2023-06-08 15:49,138000.0,NGN,Kaduna,"37 Alausa Rd, Kaduna",CUST-00351,user1023@shop.ng,+2348091410291,,,
,,,,,,,,,,,,user473@shop.ng,+2348073043814,,"[{'sku': 'SKU-0201', 'qty': 2, 'price': 6700}, {'sku': 'SKU-0055', 'qty': 2, 'price': 7000}]",27400.0,NGN,1695458220.0,Kaduna,176 GRA Rd,Kaduna,NG,,,,,,,,,,,,,,
ORD-000682,2023-10-04 22:17:27+00:00,user533@shop.ng,,,"[{'sku': 'SKU-0146', 'quantity': 2, 'unit_price': 3000}, {'sku': 'SKU-0097', 'quantity': 1, 'unit_price': 7500}, {'sku': 'SKU-0111', 'quantity': 3, 'unit_price': 19000}, {'sku': 'SKU-0108', 'quantity': 1, 'unit_price': 7500}]",78000.0,NGN,Lagos,,,,,,,,,,,,,,,,"150 GRA Rd, Lagos",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0093', 'qty': 1, 'price': 25200}, {'sku': 'SKU-0023', 'qty': 3, 'price': 2700}, {'sku': 'SKU-0023', 'qty': 3, 'price': 2500}, {'sku': 'SKU-0064', 'qty': 1, 'price': 9500}]",,,,,,,,,,ORD-000683,2023-11-25 12:22,50300.0,NGN,Lagos,,,user571@mail.com,+2348051822022,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0167', 'qty': 3, 'price': 9200}, {'sku': 'SKU-0073', 'qty': 3, 'price': 5000}, {'sku': 'SKU-0108', 'qty': 1, 'price': 6700}, {'sku': 'SKU-0004', 'qty': 1, 'price': 2500}, {'sku': 'SKU-0017', 'qty': 1, 'price': 3000}]",,,,,,,,,,ORD-000684,2023-08-30 03:37,54800.0,NGN,Lagos,"48 Garki Rd, Lagos",,user948@pulse.africa,+2348030497544,,,
ORD-000685,2023-11-29 04:58:27+00:00,user753@pulse.africa,+2348071061571,,"[{'sku': 'SKU-0131', 'quantity': 1, 'unit_price': 1500}, {'sku': 'SKU-0100', 'quantity': 1, 'unit_price': 1700}, {'sku': 'SKU-0012', 'quantity': 2, 'unit_price': 9200}]",21600.0,NGN,Abuja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0017', 'qty': 2, 'price': 2700}]",,,,,,,,,,ORD-000686,2023-03-04 22:45,5400.0,NGN,PH,,CUST-00502,user809@shop.ng,+2348072628704,242 GRA Rd,PH,NG
,,,,,,,,,,,,,+2348061347982,CUST-00306,"[{'sku': 'SKU-0134', 'qty': 2, 'price': 25200}, {'sku': 'SKU-0128', 'qty': 2, 'price': 25200}, {'sku': 'SKU-0206', 'qty': 1, 'price': 25200}]",126000.0,NGN,1691907940.0,Kaduna,,,,"96 Alausa Rd, Kaduna",,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0115', 'qty': 3, 'price': 18200}, {'sku': 'SKU-0166', 'qty': 2, 'price': 2500}]",,,,,,,,,,ORD-000688,2023-03-25 17:15,59600.0,NGN,Kaduna,,,user900@pulse.africa,+2348072592309,96 Garki Rd,Kaduna,NG
ORD-000689,2023-01-20 22:34:54+00:00,user160@pulse.africa,+2348078794840,CUST-00670,"[{'sku': 'SKU-0163', 'quantity': 1, 'unit_price': 9500}, {'sku': 'SKU-0095', 'quantity': 1, 'unit_price': 3000}]",12500.0,NGN,Abuja,11 Wuse Rd,Abuja,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000690,2023-03-17 03:21:28+00:00,user584@pulse.africa,,CUST-00356,"[{'sku': 'SKU-0042', 'quantity': 1, 'unit_price': 12000}, {'sku': 'SKU-0037', 'quantity': 3, 'unit_price': 4500}, {'sku': 'SKU-0015', 'quantity': 1, 'unit_price': 9200}, {'sku': 'SKU-0161', 'quantity': 3, 'unit_price': 12500}, {'sku': 'SKU-0006', 'quantity': 2, 'unit_price': 2500}]",77200.0,NGN,Kano,,,,,,,,,,,,,,,,"32 Wuse Rd, Kano",,,,,,,,,,,,
ORD-000691,2023-10-24 13:38:14+00:00,user1463@shop.ng,+2348095255730,CUST-00387,"[{'sku': 'SKU-0170', 'quantity': 3, 'unit_price': 2500}]",8.44,USD,PH,,,,,,,,,,,,,,,,"37 Garki Rd, PH",,,,,,,,,,,,
ORD-000692,2023-04-18 02:16:04+00:00,user311@shop.ng,+2348044245368,,"[{'sku': 'SKU-0010', 'quantity': 1, 'unit_price': 18500}, {'sku': 'SKU-0003', 'quantity': 1, 'unit_price': 2700}]",21200.0,NGN,Kaduna,54 Alausa Rd,Kaduna,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0186', 'qty': 2, 'price': 4000}, {'sku': 'SKU-0056', 'qty': 2, 'price': 25200}, {'sku': 'SKU-0172', 'qty': 2, 'price': 9000}]",,,,,,,,,,ORD-000693,2023-11-30 12:58,76400.0,NGN,Lagos,,CUST-00351,user763@shop.ng,+2348044639362,141 Sabon Gari Rd,Lagos,NG
ORD-000694,2023-07-24 13:17:06+00:00,user528@example.com,+2348084492729,,"[{'sku': 'SKU-0133', 'quantity': 3, 'unit_price': 9500}, {'sku': 'SKU-0206', 'quantity': 3, 'unit_price': 25200}, {'sku': 'SKU-0057', 'quantity': 1, 'unit_price': 2500}, {'sku': 'SKU-0123', 'quantity': 2, 'unit_price': 25500}, {'sku': 'SKU-0130', 'quantity': 2, 'unit_price': 5000}]",175.87,USD,Abuja,,,,,,,,,,,,,,,,"201 Garki Rd, Abuja",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0178', 'qty': 3, 'price': 18500}]",,,,,,,,,,ORD-000695,2023-06-30 08:01,55500.0,NGN,Abuja,"238 Alausa Rd, Abuja",CUST-00581,user167@mail.com,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0039', 'qty': 2, 'price': 26000}, {'sku': 'SKU-0007', 'qty': 2, 'price': 7000}, {'sku': 'SKU-0030', 'qty': 2, 'price': 2700}, {'sku': 'SKU-0124', 'qty': 2, 'price': 3500}]",,,,,,,,,,ORD-000696,2023-06-19 04:18,78400.0,NGN,Kaduna,"97 Alausa Rd, Kaduna",CUST-00241,user1251@mail.com,+2348090259807,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0138', 'qty': 2, 'price': 13000}, {'sku': 'SKU-0023', 'qty': 3, 'price': 2700}]",,,,,,,,,,ORD-000697,2023-11-06 05:04,40.12,USD,Lagos,,CUST-00034,user752@pulse.africa,+2348021746761,,,
ORD-000698,2023-02-08 19:48:00+00:00,,+2348044894223,,"[{'sku': 'SKU-0021', 'quantity': 1, 'unit_price': 25000}, {'sku': 'SKU-0210', 'quantity': 1, 'unit_price': 12200}, {'sku': 'SKU-0100', 'quantity': 2, 'unit_price': 1500}, {'sku': 'SKU-0068', 'quantity': 3, 'unit_price': 12500}, {'sku': 'SKU-0157', 'quantity': 3, 'unit_price': 1500}]",82200.0,NGN,Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user482@pulse.africa,+2348038259178,CUST-00429,"[{'sku': 'SKU-0057', 'qty': 3, 'price': 2000}, {'sku': 'SKU-0008', 'qty': 2, 'price': 2000}, {'sku': 'SKU-0170', 'qty': 1, 'price': 3500}, {'sku': 'SKU-0207', 'qty': 2, 'price': 9500}, {'sku': 'SKU-0130', 'qty': 2, 'price': 4500}]",41500.0,NGN,1675756458.0,Kaduna,,,,"39 Garki Rd, Kaduna",,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0032', 'qty': 1, 'price': 12000}, {'sku': 'SKU-0072', 'qty': 2, 'price': 9500}, {'sku': 'SKU-0148', 'qty': 1, 'price': 2500}, {'sku': 'SKU-0111', 'qty': 2, 'price': 18000}]",,,,,,,,,,ORD-000700,2023-02-27 08:28,74.97,USD,Lagos,,CUST-00215,user1344@example.com,+2348062451520,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0047', 'qty': 2, 'price': 13000}, {'sku': 'SKU-0168', 'qty': 2, 'price': 3000}, {'sku': 'SKU-0115', 'qty': 1, 'price': 18500}, {'sku': 'SKU-0190', 'qty': 3, 'price': 10000}]",,,,,,,,,,ORD-000701,2023-11-23 15:49,80500.0,NGN,Kano,,CUST-00770,user1434@mail.com,,245 Sabon Gari Rd,Kano,NG
ORD-000702,2023-12-07 00:26:48+00:00,,,CUST-00428,"[{'sku': 'SKU-0010', 'quantity': 1, 'unit_price': 18200}, {'sku': 'SKU-0131', 'quantity': 3, 'unit_price': 2500}]",28.52,USD,Kano,,,,,,,,,,,,,,,,"88 GRA Rd, Kano",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0051', 'qty': 1, 'price': 6700}, {'sku': 'SKU-0085', 'qty': 3, 'price': 25500}, {'sku': 'SKU-0135', 'qty': 2, 'price': 6700}, {'sku': 'SKU-0111', 'qty': 3, 'price': 18000}, {'sku': 'SKU-0116', 'qty': 3, 'price': 12500}]",,,,,,,,,,ORD-000703,2023-02-10 14:55,188100.0,NGN,Kaduna,"225 Wuse Rd, Kaduna",CUST-00046,user37@shop.ng,+2348018428667,,,
,,,,,,,,,,,,user1087@mail.com,,CUST-00405,"[{'sku': 'SKU-0213', 'qty': 3, 'price': 18200}, {'sku': 'SKU-0115', 'qty': 2, 'price': 18500}, {'sku': 'SKU-0166', 'qty': 1, 'price': 1700}]",93300.0,NGN,1691720900.0,Abuja,116 Garki Rd,Abuja,NG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0208', 'qty': 3, 'price': 7500}, {'sku': 'SKU-0004', 'qty': 3, 'price': 3000}, {'sku': 'SKU-0196', 'qty': 3, 'price': 4000}, {'sku': 'SKU-0127', 'qty': 3, 'price': 18200}, {'sku': 'SKU-0136', 'qty': 3, 'price': 7000}]",,,,,,,,,,ORD-000705,2023-11-08 14:49,119100.0,NGN,Kano,,CUST-00399,user673@mail.com,+2348036878050,,,
ORD-000706,2023-09-09 05:00:48+00:00,user200@pulse.africa,+2348082788896,CUST-00747,"[{'sku': 'SKU-0005', 'quantity': 1, 'unit_price': 18200}, {'sku': 'SKU-0191', 'quantity': 3, 'unit_price': 2000}, {'sku': 'SKU-0043', 'quantity': 3, 'unit_price': 7000}, {'sku': 'SKU-0171', 'quantity': 2, 'unit_price': 5000}]",55200.0,NGN,Abuja,164 Alausa Rd,Abuja,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0061', 'qty': 1, 'price': 3000}]",,,,,,,,,,ORD-000707,2023-12-06 03:00,3.41,USD,Lagos,,CUST-00346,user1095@shop.ng,+2348074591190,72 Alausa Rd,Lagos,NG
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0206', 'qty': 1, 'price': 25500}, {'sku': 'SKU-0185', 'qty': 1, 'price': 2500}, {'sku': 'SKU-0016', 'qty': 1, 'price': 6700}, {'sku': 'SKU-0087', 'qty': 1, 'price': 25200}]",,,,,,,,,,ORD-000708,2023-05-18 04:26,59900.0,NGN,Abuja,,CUST-00647,user697@shop.ng,+2348068035954,,,
ORD-000709,2023-03-24 11:20:18+00:00,user938@shop.ng,+2348059509001,CUST-00800,"[{'sku': 'SKU-0158', 'quantity': 3, 'unit_price': 3500}, {'sku': 'SKU-0198', 'quantity': 3, 'unit_price': 18000}]",71.04,USD,Abuja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000710,2023-03-15 01:02:15+00:00,user1487@pulse.africa,,CUST-00567,"[{'sku': 'SKU-0090', 'quantity': 1, 'unit_price': 7000}, {'sku': 'SKU-0166', 'quantity': 2, 'unit_price': 2500}, {'sku': 'SKU-0191', 'quantity': 1, 'unit_price': 2000}, {'sku': 'SKU-0118', 'quantity': 1, 'unit_price': 6700}, {'sku': 'SKU-0215', 'quantity': 1, 'unit_price': 2500}]",23200.0,NGN,Lagos,202 Sabon Gari Rd,Lagos,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,user1088@pulse.africa,,CUST-00422,"[{'sku': 'SKU-0009', 'qty': 1, 'price': 6500}, {'sku': 'SKU-0076', 'qty': 3, 'price': 6700}, {'sku': 'SKU-0178', 'qty': 2, 'price': 19000}]",70.14,USD,1700118465.0,Kaduna,,,,"77 Wuse Rd, Kaduna",,,,,,,,,,,,,
ORD-000712,2023-03-13 18:14:18+00:00,user435@example.com,+2348047113201,CUST-00127,"[{'sku': 'SKU-0134', 'quantity': 3, 'unit_price': 25000}, {'sku': 'SKU-0092', 'quantity': 1, 'unit_price': 12000}]",93.05,USD,Lagos,,,,,,,,,,,,,,,,"195 GRA Rd, Lagos",,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0176', 'qty': 3, 'price': 25500}, {'sku': 'SKU-0141', 'qty': 3, 'price': 4500}, {'sku': 'SKU-0025', 'qty': 2, 'price': 12000}, {'sku': 'SKU-0079', 'qty': 2, 'price': 12000}, {'sku': 'SKU-0168', 'qty': 2, 'price': 3000}]",,,,,,,,,,ORD-000713,2023-11-12 04:26,144000.0,NGN,PH,,,,+2348010538139,,,
ORD-000714,2023-11-11 09:05:32+00:00,user1451@mail.com,,,"[{'sku': 'SKU-0138', 'quantity': 1, 'unit_price': 12500}, {'sku': 'SKU-0040', 'quantity': 3, 'unit_price': 9200}, {'sku': 'SKU-0020', 'quantity': 2, 'unit_price': 9200}, {'sku': 'SKU-0047', 'quantity': 3, 'unit_price': 12000}]",94500.0,NGN,Kano,222 GRA Rd,Kano,NG,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-000715,2023-01-03 01:16:25+00:00,user279@shop.ng,+2348065236368,CUST-00541,"[{'sku': 'SKU-0147', 'quantity': 3, 'unit_price': 6700}, {'sku': 'SKU-0126', 'quantity': 3, 'unit_price': 6700}, {'sku': 'SKU-0015', 'quantity': 2, 'unit_price': 9200}]",58600.0,NGN,PH,74 Sabon Gari Rd,PH,NG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0165', 'qty': 3, 'price': 10000}, {'sku': 'SKU-0000', 'qty': 1, 'price': 3500}, {'sku': 'SKU-0151', 'qty': 1, 'price': 7000}]",,,,,,,,,,ORD-000716,2023-10-02 12:49,40500.0,NGN,Kaduna,,CUST-00657,user1375@mail.com,,,,
,,,,,,,,,,,,user1484@example.com,+2348053635741,CUST-00458,"[{'productSku': 'SKU-0034', 'qty': 1, 'price': 7000}, {'productSku': 'SKU-0028', 'qty': 3, 'price': 6500}, {'productSku': 'SKU-0166', 'qty': 1, 'price': 1500}, {'productSku': 'SKU-0212', 'qty': 3, 'price': 12000}]",64000.0,NGN,1674093635.0,Lagos,97 GRA Rd,Lagos,NG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0099', 'qty': 2, 'price': 2700}, {'sku': 'SKU-0170', 'qty': 3, 'price': 2700}]",,,,,,,,,,ORD-000718,2023-11-30 02:52,13500.0,NGN,Abuja,"16 Alausa Rd, Abuja",CUST-00448,,,,,
,,,,,,,,,,,,user412@pulse.africa,+2348062424760,CUST-00660,"[{'sku': 'SKU-0028', 'qty': 2, 'price': 6700}, {'sku': 'SKU-0072', 'qty': 2, 'price': 9200}, {'sku': 'SKU-0109', 'qty': 1, 'price': 3500}, {'sku': 'SKU-0201', 'qty': 3, 'price': 6500}]",54800.0,NGN,1682230877.0,Abuja,,,,"123 Garki Rd, Abuja",,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[{'sku': 'SKU-0056', 'qty': 3, 'price': 25200}, {'sku': 'SKU-0028', 'qty': 2, 'price': 7000}, {'sku': 'SKU-0133', 'qty': 2, 'price': 9000}, {'sku': 'SKU-0069', 'qty': 3, 'price': 9500}]",,,,,,,,,,ORD-000720,2023-09-08 13:53,136100.0,NGN,Kaduna,,,user220@mail.com,+2348043836123,194 GRA Rd,Kaduna,NG
